,B_georeg_1,B_georeg_10,B_georeg_2,B_georeg_3,B_georeg_4,B_georeg_6,B_georeg_8,CN_gw_summer_predict,CN_gw_winter_predict,CN_hillyness,CN_imk_drain_maybe,CN_imk_drain_no,CN_imk_drain_yes,CN_imk_grass,CN_imk_nonna_sum,B_landscape_1,B_landscape_10,B_landscape_11,B_landscape_12,B_landscape_2,B_landscape_3,B_landscape_4,B_landscape_5,B_landscape_6,B_landscape_7,B_landscape_8,B_landscape_9,CN_longitudinal_curvature,B_lu_1,B_lu_2
0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6523176522359431,0.2604745420936547,2.44007337003541,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.301257851822313,0.0,0.0
1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.838506458004718,-0.9119502129789954,-0.0613141466608062,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0408388372814667,0.0,0.0
2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0422205830987269,0.0406449005175328,-0.0613141466608062,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1867436073605709,0.0,0.0
3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5680464083778327,1.9702606432412693,2.082732296221665,-0.2964807596118324,2.9578976197408404,-0.565906777088657,1.2049283389802947,1.0598722320243288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.688684996128449,0.0,0.0
4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4270920893032893,-0.4283250015115272,-1.1333373681020418,2.799551700491289,-0.4463304697640632,-0.565906777088657,2.930948790661361,1.0598722320243288,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2888769549087026,0.0,0.0
5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5992319272422103,0.6122019686154497,-0.0613141466608062,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0992007453131084,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7765731121786965,-0.7751673248871862,-1.490678441915787,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1429721678440663,0.0,0.0
7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2235968101606471,-0.3941292794885749,-0.0613141466608062,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3180578919389767,0.0,0.0
8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.1039350829733816,-0.9168353161251314,-0.7759962942882966,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488373553285661,0.0,0.0
9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.2457158622413691,0.1041512414173014,-0.4186552204745515,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7616373896607745,0.0,0.0
10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.9667969600729056,-0.9412608318558116,-1.1333373681020418,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0242659248465071,0.0,1.0
11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.205075108302626,2.033766984141038,1.3680501485941745,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4493721935029439,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.7671178771043303,1.4280141940201687,-0.0613141466608062,0.0905232979010578,1.6813120861765016,-0.565906777088657,2.067938564820828,0.6166654905388935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7178658991876296,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5288397288746104,-0.291542113419718,-1.1333373681020418,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1342468783206629,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4311271314287233,0.3777170176009197,1.0107090747804293,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0175230622573942,0.0,0.0
15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6217397476136427,-0.4820611361190237,1.3680501485941745,2.025543585465509,-0.0208019585759502,-0.565906777088657,-0.5210921127007718,0.8382688612816112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0321135413885034,0.0,0.0
16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9885272438629172,0.4412233585006883,1.3680501485941745,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.9959627053847204,0.0,0.0
17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.1085777393408928,0.0699555193943491,-0.4186552204745515,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1196563970663622,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7411826288495413,-0.7458567060103699,-1.1333373681020418,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2363802173760286,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2497509043668031,0.0211044879329886,-0.0613141466608062,-0.2964807596118324,-0.4463304697640632,2.66259138620213,-0.5210921127007718,1.0598722320243288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1488373553285661,0.0,1.0
20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6655890834843763,0.534040318277273,-0.0613141466608062,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.259695983907335,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1303080231309044,0.2604745420936547,1.3680501485941745,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.9746293318165962,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6567414626520874,0.7685252692918031,1.3680501485941745,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6740944766566715,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.271432264544792,1.5257162569428897,0.2960269271529389,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0612944932811181,0.0,0.0
24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6792492830235198,-0.5651078896033364,1.0107090747804293,-0.2964807596118324,2.532369108552728,-0.1623445066773085,-0.0895869997805052,1.0598722320243288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4990087865328548,0.0,0.0
25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.1572396539184812,-0.2329208756660855,1.3680501485941745,-0.6834848171247226,-0.0208019585759502,-0.565906777088657,-0.0895869997805052,-0.7129547339174118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4698278155314871,1.0,0.0
26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.6040445059490651,-0.643269539941513,-0.4186552204745515,-0.2964807596118324,2.9578976197408404,-0.565906777088657,2.930948790661361,1.0598722320243288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.5874293831343511,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6173159371974982,-0.648154643087649,-1.490678441915787,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1050659243048421,0.0,0.0
28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0641207892280822,-0.9461459350019475,-0.4186552204745515,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1429721678440663,0.0,0.0
29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.2059015684960695,-0.5602227864572004,-0.0613141466608062,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.3236959687273333,0.0,0.0
30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0464255475635045,-0.999882069609444,-0.4186552204745515,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3531040334393119,0.0,0.0
31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3076492080673906,-0.1303337095972286,-1.1333373681020418,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5223245870352694,0.0,0.0
32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7677254913464077,-0.8240183563485466,-1.1333373681020418,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.935618336447709,1.0,0.0
33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.355703508402902,1.3791631625588083,1.0107090747804293,2.799551700491289,-0.4463304697640632,-0.565906777088657,2.930948790661361,1.0598722320243288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.025143608443901,0.0,0.0
34,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5768940292101217,1.584337494696522,1.0107090747804293,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.149715021940413,0.0,0.0
35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.9263750520855287,1.6478438355962906,0.2960269271529389,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.791695976317334,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.108358893389526,-1.0243075853401242,-0.4186552204745515,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0467040173348053,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2811063455705243,-0.4820611361190237,-0.4186552204745515,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.1867436073605709,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.9756445809051942,-0.863099181517635,-0.4186552204745515,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.1564579439789617,0.0,0.0
39,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1039350829733816,-0.8875246972483152,1.0107090747804293,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1780183008516208,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9221700876207513,1.217954758736319,0.6533680009666841,-0.2964807596118324,2.9578976197408404,-0.565906777088657,2.930948790661361,1.0598722320243288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.593294485691117,0.0,0.0
41,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0112539101857161,-0.0424018529667798,1.0107090747804293,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1137912308137922,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.842541500130152,1.0030102203063331,1.0107090747804293,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0029325894958741,0.0,0.0
43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5372985814161888,0.641512587492266,1.0107090747804293,0.0905232979010578,-0.4463304697640632,-0.565906777088657,0.3419181131397614,-0.4913513631746942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0904754451737328,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5686540226199099,-0.760512015448778,-1.490678441915787,-0.6834848171247226,-0.4463304697640632,-0.565906777088657,-0.5210921127007718,-0.9345581046601296,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1196563970663622,0.0,0.0
